id,name,link,category,store,product_cluster_id,2023-07-30,2023-08-15,2023-08-28,2023-09-09,2023-09-24
71881,"MSI Graphic Card 730 2GD3H, LPV1, DL-DVI-D, HDMI, D-SUB",https://ddstore.mk/msi-graphic-card-730-2gd3h-lpv1-dl-dvi-d-hdmi-d-sub.html,GPU,DDStore,GPU257,5305.0,5305.0,5305.0,5305.0,5305.0
71882,"BIOSTAR Graphics Card PCI-E 3.0, 4GB, AMD Radeon RX560 GPU, GDDR5",https://ddstore.mk/biostar-graphics-card-pci-e-3-0-4gb-amd-radeon-rx560-gpu-gddr5-6000-mhz-128bit-1175-1275mhz-dp-dvi-i-hdmi.html,GPU,DDStore,GPU104,7938.0,7938.0,7938.0,7938.0,7938.0
71883,"Sapphire Graphic Card PCI-Express 4.0 8GB, AMD Radeon™ X6600XT, GDDR6, Nitro+Gaming OC",https://ddstore.mk/sapphire-graphic-card-pci-express-4-0-8gb-amd-radeontm-x6600xt-gddr6-nitro-gaming-oc-hdmix1-dpx3.html,GPU,DDStore,GPU167,33150.0,33150.0,33150.0,33150.0,33150.0
71884,"Sapphire Graphic Card PCI-Express 4.0 4GB, AMD Radeon™ RX 6500 XT, GDDR6",https://ddstore.mk/sapphire-graphic-card-pci-express-4-0-4gb-amd-radeontm-rx-6500-xt-gddr6-gaming-oc-hdmix1-dpx1.html,GPU,DDStore,GPU277,16569.0,16569.0,16569.0,16569.0,16569.0
71885,"GigaByte Graphic Card, PCI-E 4.0 8GB, GeForce RTX 3050 Gaming OC, GDDR6",https://ddstore.mk/gigabyte-graphic-card-pci-e-4-0-8gb-geforce-rtx-3050-gaming-oc-gddr6-128bit-14000mhz-memory-clock-core-clock-1822-mhz-displayport-1-4a-2-hdmi-2-1-2-atx.html,GPU,DDStore,GPU213,24860.0,24860.0,24860.0,24860.0,24860.0
71886,"GigaByte PCI-E 3.0, GeForce GTX 1660 OC edition, 6GB, 192bit",https://ddstore.mk/gigabyte-pci-e-3-0-geforce-gtx-1660-oc-edition-6gb-192bit-windforce-x2-fan-8002mhz-gddr5-hdmix1-dpx3.html,GPU,DDStore,GPU81,21344.0,21344.0,21344.0,21344.0,21344.0
71887,"GigaByte Graphic Card, PCI-E 3.0 6GB, GeForce GTX 1660 Ti OC, GDDR6 192bit",https://ddstore.mk/gigabyte-graphic-card-pci-e-3-0-6gb-geforce-gtx-1660-ti-oc-gddr6-192bit-windforce-2x-12000-mhz-core-clock-1800-mhz-hdmix1-dpx3-atx.html,GPU,DDStore,GPU118,27844.0,27844.0,27844.0,27844.0,27844.0
71888,Gigabyte GeForce GT710 2GB DDR3 HDMI/DVI/VGA,https://ddstore.mk/gigabyte-geforce-gt710-2gb-ddr3-hdmi-dvi-vga.html,GPU,DDStore,GPU33,3579.0,,,,
71889,ASUS Dual GeForce RTX 3050 OC Edition 8GB GDDR6 DUAL-RTX3050-O8G,https://ddstore.mk/dual-rtx3050-o8g-pci-express-4-0-8gb-gddr6-oc-mode-1852-mhz-boost-clock-gaming-mode-1822-mhz-boost-clock-128-bit-1x-hdmi-3x-dp.html,GPU,DDStore,GPU139,15077.0,15077.0,15077.0,15077.0,15077.0
71890,MSI GTX 1650 VENTUS XS 4GB GDDR6 OC DVI/HDMI/DP/ V809-3445R,https://ddstore.mk/vga-msi-gtx-1650-ventus-xs-4gb-gddr6-oc-dvi-hdmi-dp-v809-3445r.html,GPU,DDStore,GPU89,10663.0,10663.0,10663.0,10663.0,10663.0
71891,MSI GeForce RTX 3090 GAMING X TRIO 24G,https://ddstore.mk/msi-geforce-rtx-3090-gaming-x-trio-24g.html,GPU,DDStore,GPU235,84715.0,87036.0,87036.0,87036.0,87036.0
71892,"ASUS DUAL-RX6750XT-O12G, Radeon RX 6750 XT, PCI Express 4.0, OpenGL4.6, Video Memory: 12GB GDDR6, Engine Clock: OC mode : up to 2638 MH",https://ddstore.mk/asus-dual-rx6750xt-o12g-radeon-rx-6750-xt-pci-express-4-0-opengl4-6-video-memory-12gb-gddr6-engine-clock-oc-mode-up-to-2638-mh.html,GPU,DDStore,GPU254,33999.0,33999.0,33999.0,33999.0,33999.0
71893,"ASUS DUAL-RX6700XT-12G, AMD Radeon™ RX 6700 XT PCI E 4.0, 12GB GDDR6, Up to 2581 MHz",https://ddstore.mk/asus-dual-rx6700xt-12g-pci-express-4-0-opengl4-6-video-memory-12gb-gddr6-engine-clock-oc-mode-up-to-2581-mhz-boost-clock-up-t.html,GPU,DDStore,GPU73,33999.0,33999.0,,,
71894,"ASUS DUAL-RX6650XT-O8G, Radeon RX 6650 XT, PCI Express 4.0, OpenGL 4.6, Video Memory: 8GB GDDR6, Engine Clock: OC mode : up to 2689 MHz",https://ddstore.mk/asus-dual-rx6650xt-o8g-radeon-rx-6650-xt-pci-express-4-0-opengl-4-6-video-memory-8gb-gddr6-engine-clock-oc-mode-up-to-2689-mhz.html,GPU,DDStore,GPU234,19999.0,19999.0,19999.0,19999.0,19999.0
71895,"ASUS PH-RX6400-4G, Radeon RX 6400, PCI Express 4.0, OpenGL4.6, Video Memory: 4GB GDDR6, Engine Clock: Gaming mode: up to 2321MHz(Boost",https://ddstore.mk/asus-ph-rx6400-4g-radeon-rx-6400-pci-express-4-0-opengl4-6-video-memory-4gb-gddr6-engine-clock-gaming-mode-up-to-2321mhz-boost.html,GPU,DDStore,GPU121,10799.0,10799.0,10799.0,10799.0,10799.0
71896,MSI GeForce RTX 3050 VENTUS 2X OC LHR 8GB GDDR6 HDMI/3xDP DX12U,https://ddstore.mk/msi-geforce-rtx-3050-ventus-2x-oc-lhr-8gb-gddr6-hdmi-3xdp-dx12u.html,GPU,DDStore,GPU53,18980.0,18980.0,17780.0,17780.0,
71897,"ASUS GeForce™ GTX1660 Ti EVO OC Edition TUF 6GB GDDR6, DP, 2xHDMI, DVI-D,  90YV0CT7-M0NA00",https://ddstore.mk/vga-asus-gtx1660-ti-evo-oc-edition-tuf-6gb-gddr6-dp-2xhdmi-dvi-d-90yv0ct7-m0na00.html,GPU,DDStore,GPU38,19800.0,19800.0,19800.0,19800.0,19800.0
71898,"ASUS DUAL-RX6400-4G, Radeon RX 6400, PCI Express 4.0, OpenGL4.6, Video Memory: 4GB GDDR6, 90YV0H90-M0NA00",https://ddstore.mk/asus-dual-rx6400-4g-radeon-rx-6400-pci-express-4-0-opengl4-6-video-memory-4gb-gddr6-90yv0h90-m0na00.html,GPU,DDStore,GPU168,10786.0,10786.0,10786.0,10786.0,10786.0
71899,MSI RTX 3060Ti VENTUS 2X 8G OCV1 LHR,https://ddstore.mk/msi-rtx-3060ti-ventus-2x-8g-ocv1-lhr.html,GPU,DDStore,GPU71,31850.0,32428.0,32428.0,32428.0,
71900,Gigabyte GeForce GTX 1650 D6 OC Low Profile 4GB GDDR6 DVI/HDMI/DP DX12,https://ddstore.mk/gigabyte-geforce-gtx-1650-d6-oc-low-profile-4gb-gddr6-dvi-hdmi-dp-dx12.html,GPU,DDStore,GPU20,11981.0,,,,
71901,"ZOTAC GeForce™ GT730 2GB DDR3 ZONE Edition, VGA, DVI, HDMI, ZT-71113-20L, Low proflie",https://ddstore.mk/vga-zotac-gt730-2gb-ddr3-zone-edition-vga-dvi-hdmi-zt-71113-20l-low-proflie.html,GPU,DDStore,GPU0,4930.0,4930.0,4930.0,4930.0,4930.0
71902,"ZOTAC GeForce™ GT730 2GB DDR3 ZONE Edition, VGA, DVI, HDMI, ZT-71113-20L, Low proflie, Bulk",https://ddstore.mk/vga-zotac-gt730-2gb-ddr3-zone-edition-vga-dvi-hdmi-zt-71113-20l-low-proflie-bulk.html,GPU,DDStore,GPU0,4850.0,4850.0,4850.0,4850.0,4850.0
71903,"ASUS ROG-STRIX-RTX4090-O24G-GAMING, Graphic Engine: NVIDIA GeForce RTX 4090, PCI Express 4.0, OpenGL4.6, Video Memory: 24GB GDDR6X, Eng",https://ddstore.mk/asus-rog-strix-rtx4090-o24g-gaming-graphic-engine-nvidia-geforce-rtx-4090-pci-express-4-0-opengl4-6-video-memory-24gb-gddr6x-eng.html,GPU,DDStore,GPU239,147999.0,147999.0,147999.0,147999.0,
71904,Sapphire AMD PULSE Radeon RX 6700 Gaming OC 10GB GDDR6 HDMI/3XDP Dual-X PCIe 4.0 DX12U,https://ddstore.mk/sapphire-amd-pulse-radeon-rx-6700-gaming-oc-10gb-gddr6-hdmi-3xdp-dual-x-pcie-4-0-dx12u.html,GPU,DDStore,GPU27,25480.0,25480.0,,25480.0,
71905,Gigabyte GeForce RTX 3060 OC LHR 12GB GDDR6 2xHDMI/2xDP DX12U PCIe 4.0 WINDFORCE 2X,https://ddstore.mk/gigabyte-geforce-rtx-3060-oc-lhr-12gb-gddr6-2xhdmi-2xdp-dx12u-pcie-4-0-windforce-2x.html,GPU,DDStore,GPU16,22979.0,,,,
71906,"MSI GeForce™ GTX1050Ti 4GB GDDR5, 4GT, LP, DVI-D ,HDMI ,DP 912-V809-3848",https://ddstore.mk/vga-msi-gtx1050ti-4gb-gddr5-4gt-lp-dvi-d-hdmi-dp-912-v809-3848.html,GPU,DDStore,GPU259,11540.0,11540.0,11540.0,11540.0,11540.0
71907,Gigabyte GeForce GT1030 Low Profile D4 2GB DDR4 DVI/HDMI DX12,https://ddstore.mk/gigabyte-geforce-gt1030-low-profile-d4-2gb-ddr4-dvi-hdmi-dx12.html,GPU,DDStore,GPU61,5480.0,5480.0,5480.0,5480.0,5480.0
71908,Gigabyte GeForce GT710 2GB DDR5 HDMI/DVI,https://ddstore.mk/gigabyte-geforce-gt710-2gb-ddr5-hdmi-dvi.html,GPU,DDStore,GPU3,4290.0,,,,
71909,"ASUS DUAL-RX6500XT-O4G, Radeon RX 6500 XT, PCI Express 4.0, OpenGL4.6, Video Memory: 4GB GDDR6, Engine Clock: OC mode: up to 2820 MHz(B",https://ddstore.mk/asus-dual-rx6500xt-o4g-radeon-rx-6500-xt-pci-express-4-0-opengl4-6-video-memory-4gb-gddr6-engine-clock-oc-mode-up-to-2820-mhz-b.html,GPU,DDStore,GPU97,11998.0,11998.0,11998.0,11998.0,11998.0
71910,"VGA MSI RTX 3050 VENTUS 2X OC 8GB GDDR6  HDMI, 3xDP, V397-418R",https://ddstore.mk/vga-msi-rtx-3050-ventus-2x-oc-8gb-gddr6-hdmi-3xdp-v397-418r.html,GPU,DDStore,GPU102,20091.0,20091.0,20091.0,20091.0,20091.0
71911,"ASUS TUF-RTX4070TI-O12G-GAMING, NVIDIA GeForce RTX 4070 Ti, PCI Express 4.0, OpenGL4.6, Video Memory: 12GB GDDR6X, Engine Clock: OC mod",https://ddstore.mk/asus-tuf-rtx4070ti-o12g-gaming-nvidia-geforce-rtx-4070-ti-pci-express-4-0-opengl4-6-video-memory-12gb-gddr6x-engine-clock-oc-mod.html,GPU,DDStore,GPU115,64599.0,64599.0,64599.0,64599.0,64599.0
71912,"ASUS TUF-RTX4070TI-12G-GAMING, NVIDIA GeForce RTX 4070 Ti, PCI Express 4.0, OpenGL4.6, Video Memory: 12GB GDDR6X, Engine Clock: OC mode",https://ddstore.mk/asus-tuf-rtx4070ti-12g-gaming-nvidia-geforce-rtx-4070-ti-pci-express-4-0-opengl4-6-video-memory-12gb-gddr6x-engine-clock-oc-mode.html,GPU,DDStore,GPU280,57999.0,57999.0,57999.0,57999.0,57999.0
71913,Gigabyte GeForce RTX 4080 GAMING OC 16GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 WINDFORCE 3X,https://ddstore.mk/gigabyte-geforce-rtx-4080-gaming-oc-16gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-windforce-3x.html,GPU,DDStore,GPU119,85980.0,85980.0,,,
71914,Gigabyte GeForce RTX 4080 EAGLE OC 16GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 WINDFORCE 3X,https://ddstore.mk/gigabyte-geforce-rtx-4080-eagle-oc-16gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-windforce-3x.html,GPU,DDStore,GPU62,83980.0,83980.0,82980.0,,
71915,Gigabyte GeForce RTX 4080 AERO OC 16GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 WINDFORCE 3X,https://ddstore.mk/gigabyte-geforce-rtx-4080-aero-oc-16gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-windforce-3x.html,GPU,DDStore,GPU17,86980.0,,,,85980.0
71916,"ASUS DUAL-RTX3060-O8G, Graphic Engine, NVIDIA GeForce RTX 3060, PCI Express 4.0, OpenGL 4.6, Video Memory: 8GB GDDR6, Engine Clock: OC",https://ddstore.mk/asus-dual-rtx3060-o8g-graphic-engine-nvidia-geforce-rtx-3060-pci-express-4-0-opengl-4-6-video-memory-8gb-gddr6-engine-clock-oc.html,GPU,DDStore,GPU123,23999.0,23999.0,19999.0,18999.0,18999.0
71917,"ASUS PH-GTX1650-O4GD6-P-V2, NVIDIA GeForce GTX 1650, PCI Express 3.0, OpenGL 4.6, Video Memory: 4GB GDDR6, Engine Clock: OC mode : 1635",https://ddstore.mk/asus-ph-gtx1650-o4gd6-p-v2-nvidia-geforce-gtx-1650-pci-express-3-0-opengl-4-6-video-memory-4gb-gddr6-engine-clock-oc-mode-1635.html,GPU,DDStore,GPU285,11299.0,11299.0,11299.0,11299.0,11299.0
71918,"ASUS TUF-RX7900XT-O20G-GAMING, AMD Radeon RX 7900 XT, PCI Express 4.0, OpenGL4.6, Video Memory: 20GB GDDR6, Engine Clock: OC mode : up",https://ddstore.mk/asus-tuf-rx7900xt-o20g-gaming-amd-radeon-rx-7900-xt-pci-express-4-0-opengl4-6-video-memory-20gb-gddr6-engine-clock-oc-mode-up.html,GPU,DDStore,GPU86,69999.0,69999.0,69999.0,,
71919,"ASUS DUAL-GTX1650-O4GD6-P-V2, NVIDIA GeForce GTX 1650, PCI Express 3.0, OpenGL 4.6, Video Memory: 4GB GDDR6, Engine Clock: OC mode: 165",https://ddstore.mk/asus-dual-gtx1650-o4gd6-p-v2-nvidia-geforce-gtx-1650-pci-express-3-0-opengl-4-6-video-memory-4gb-gddr6-engine-clock-oc-mode-165.html,GPU,DDStore,GPU78,11998.0,11998.0,11998.0,11998.0,11998.0
71920,"ASUS DUAL-GTX1630-O4G, NVIDIA GeForce GTX 1630, PCI Express 3.0, OpenGL 4.6, Video Memory: 4GB GDDR6, Engine Clock: OC mode: 1830 MHz (",https://ddstore.mk/asus-dual-gtx1630-o4g-nvidia-geforce-gtx-1630-pci-express-3-0-opengl-4-6-video-memory-4gb-gddr6-engine-clock-oc-mode-1830-mhz.html,GPU,DDStore,GPU265,11299.0,11299.0,11299.0,11299.0,11299.0
71921,"Asus TUF-GTX1650-O4GD6-P-GAMING, PCIe 3.0 x16, 4096 MB, GDDR6",https://ddstore.mk/tuf-gtx1650-o4gd6-p-gaming-nvidia-geforce-pcie-3-0-x16-4096-mb-gddr6-128-bit-1410-mhz-takt-memorije-12-000-mhz-stream-procesori896-dvi-d-1x-display-port-1x-hdmi-2-0-max-rezolucija-7680x4320.html,GPU,DDStore,GPU37,11130.0,11130.0,11130.0,11130.0,11130.0
71922,ASUS DUAL-RTX3060Ti-O8GD6X,https://ddstore.mk/vga-as-dual-rtx3060ti-o8gd6x.html,GPU,DDStore,GPU31,22041.0,22041.0,22041.0,22041.0,
71923,MSI PCIE GT730 2 GB MSI N730K - 2GD3H/LPV1,https://ddstore.mk/msi-pcie-gt730-2-gb-msi-n730k-2gd3h-lpv1.html,GPU,DDStore,GPU163,4768.0,,,,3992.0
71924,Zotac Graphic Card RTX 4090 24GB Gaming Trinity OC,https://ddstore.mk/zotac-graphic-card-rtx-4090-24gb-gaming-trinity-oc.html,GPU,DDStore,GPU67,137054.0,137054.0,137054.0,137054.0,137054.0
71925,MSI GeForce RTX 4080 VENTUS 3X 16GB OC GDDR6X HDMI/3xDP TORX Fan 4.0,https://ddstore.mk/msi-geforce-rtx-4080-ventus-3x-16gb-oc-gddr6x-hdmi-3xdp-torx-fan-4-0.html,GPU,DDStore,GPU26,83980.0,83980.0,83980.0,83980.0,83980.0
71926,"ASUS ROG-STRIX-RTX4070TI-O12G-GAMING, NVIDIA GeForce RTX 4070 Ti, PCI Express 4.0, OpenGL4.6, Video Memory: 12GB GDDR6X, Engine Clock:",https://ddstore.mk/asus-rog-strix-rtx4070ti-o12g-gaming-nvidia-geforce-rtx-4070-ti-pci-express-4-0-opengl4-6-video-memory-12gb-gddr6x-engine-clock.html,GPU,DDStore,GPU274,64000.0,64000.0,64000.0,64000.0,64000.0
71927,MSI GeForce GTX 1630 LP OC 4GB GDDR6 DVI/HDMI/DP DX12,https://ddstore.mk/msi-geforce-gtx-1630-lp-oc-4gb-gddr6-dvi-hdmi-dp-dx12.html,GPU,DDStore,GPU30,10252.0,10252.0,10252.0,10252.0,
71928,"VGA INNO3D GT 710 2GB GDDR3, VGA, DVI, HDMI, N710-1SDV-E3BX",https://ddstore.mk/vga-inno3d-gt-710-2gb-gddr3-vga-dvi-hdmi-n710-1sdv-e3bx.html,GPU,DDStore,GPU125,3490.0,3020.0,3020.0,3020.0,3020.0
71929,"VGA MSI GT1030 2GB 2GHD4 OC GDDR4, DP, HDMI, Passive Low profile, V809-2825R",https://ddstore.mk/vga-msi-gt1030-2gb-2ghd4-oc-gddr4-dp-hdmi-passive-low-profile-v809-2825r.html,GPU,DDStore,GPU227,5710.0,5710.0,5710.0,5710.0,5710.0
71930,Sapphire AMD PULSE Radeon RX 6400 4GB GDDR6 HDMI/DP PCIe 4.0 DX12U,https://ddstore.mk/sapphire-amd-pulse-radeon-rx-6400-4gb-gddr6-hdmi-dp-pcie-4-0-dx12u.html,GPU,DDStore,GPU14,10252.0,10252.0,,,
71931,Gigabyte GeForce RTX 4090 AERO OC 24GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 WINDFORCE 3X,https://ddstore.mk/gigabyte-geforce-rtx-4090-aero-oc-24gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-windforce-3x.html,GPU,DDStore,GPU12,119980.0,119980.0,117980.0,,
71932,"ASUS GeForce 710 2GB DDR3 EVO, NVIDIA GeForce GT 710, PCI Express 2.0, OpenGL4.5, Video Memory: 2GB DDR3, Engine Clock: 954 MHz, CUDA C",https://ddstore.mk/asus-geforce-710-2gb-ddr3-evo-nvidia-geforce-gt-710-pci-express-2-0-opengl4-5-video-memory-2gb-ddr3-engine-clock-954-mhz-cuda-c.html,GPU,DDStore,GPU242,3699.0,3699.0,3699.0,3699.0,3699.0
71933,"GIGABYTE Graphic Card PCI-E 3.0 2G, GeForce GT 1030 Low Profile D4 2G, 64bit, 256 M x16 DDR4, HDMIx1, DPx1",https://ddstore.mk/gigabyte-graphic-card-pci-e-3-0-2g-geforce-gt-1030-low-profile-d4-2g-64bit-256-m-x16-ddr4-hdmix1-dpx1.html,GPU,DDStore,GPU47,5420.0,5420.0,5420.0,5420.0,5420.0
71934,MSI RTX 3050 8GB MSI GeForce AERO ITX OC GDDR6,https://ddstore.mk/msi-rtx-3050-8gb-msi-geforce-aero-itx-oc-gddr6.html,GPU,DDStore,GPU225,23267.0,,,,17921.0
71935,"ASUS DUAL-RTX3060TI-O8GD6X, NVIDIA GeForce RTX 3060 TI, PCI Express 4.0, OpenGL4.6, Video Memory: 8GB GDDR6X, Engine Clock: OC mode : 1",https://ddstore.mk/asus-dual-rtx3060ti-o8gd6x-nvidia-geforce-rtx-3060-ti-pci-express-4-0-opengl4-6-video-memory-8gb-gddr6x-engine-clock-oc-mode-1.html,GPU,DDStore,GPU82,28999.0,28999.0,28999.0,28999.0,28999.0
71936,MSI RTX 4070 Ti 12GB MSI Gaming Trio GDDR6X 3Fan,https://ddstore.mk/msi-rtx-4070-ti-12gb-msi-gaming-trio-gddr6x-3fan.html,GPU,DDStore,GPU91,65931.0,67130.0,67130.0,67130.0,67130.0
71937,MSI GeForce RTX 3060 Ti VENTUS 2X 8GD6X OC GDDR6X HDMI/3xDP DX12U TWIN FROZR 8,https://ddstore.mk/msi-geforce-rtx-3060-ti-ventus-2x-8gd6x-oc-gddr6x-hdmi-3xdp-dx12u-twin-frozr-8.html,GPU,DDStore,GPU11,28980.0,27979.0,27979.0,27979.0,27979.0
71938,Gigabyte GeForce GT1030 OC Low Profile 2GB GDDR5 DVI/HDMI DX12,https://ddstore.mk/gigabyte-geforce-gt1030-oc-low-profile-2gb-gddr5-dvi-hdmi-dx12.html,GPU,DDStore,GPU63,5981.0,5981.0,5681.0,,
71939,"ASUS DUAL-RTX3060TI-O8GD6X-WHITE, NVIDIA GeForce RTX 3060 TI, PCI Express 4.0, OpenGL4.6, Video Memory: 8GB GDDR6X, Engine Clock: OC mo",https://ddstore.mk/asus-dual-rtx3060ti-o8gd6x-white-nvidia-geforce-rtx-3060-ti-pci-express-4-0-opengl4-6-video-memory-8gb-gddr6x-engine-clock-oc-mo.html,GPU,DDStore,GPU278,32999.0,32999.0,32999.0,,
71940,"ASUS PH-RX550-4G-EVO, Graphics Engine: AMD Radeon RX 550, OpenGL4.5, Video Memory: GDDR5 4GB, Engine Clock: 1183 MHz, Stream Processors",https://ddstore.mk/asus-ph-rx550-4g-evo-graphics-engine-amd-radeon-rx-550-opengl4-5-video-memory-gddr5-4gb-engine-clock-1183-mhz-stream-processors.html,GPU,DDStore,GPU173,7428.0,7428.0,7428.0,7428.0,7428.0
71941,ASUS ROG Herculx Graphics Card Holder,https://ddstore.mk/asus-rog-herculx-graphics-card-holder-the-robust-rog-herculx-graphics-card-holder-securely-fortifies-even-the-most-powerful-cards-plu.html,GPU,DDStore,GPU176,2499.0,2499.0,2499.0,2499.0,2499.0
71942,"GigaByte Graphic Card, PCI-E 4.0 8GB, Radeon™ RX 6600 EAGLE, GDDR6 128bit, 14000 MHz, Core Clock 2044 MHz, HDMIx2, DPx2, ATX",https://ddstore.mk/gigabyte-graphic-card-pci-e-4-0-8gb-radeontm-rx-6600-eagle-gddr6-128bit-14000-mhz-core-clock-2044-mhz-hdmix2-dpx2-atx.html,GPU,DDStore,GPU256,27623.0,27623.0,27623.0,27623.0,27623.0
71943,"GigaByte Graphic Card, PCI-E 4.0x8 8GB, Radeon™ RX 6600 XT, GDDR6 128bit, 16000 MHz, Core Clock 2428 MHz, HDMIx2, DPx2, ATX",https://ddstore.mk/gigabyte-graphic-card-pci-e-4-0x8-8gb-radeontm-rx-6600-xt-gddr6-128bit-16000-mhz-core-clock-2428-mhz-hdmix2-dpx2-atx.html,GPU,DDStore,GPU144,37571.0,37571.0,37571.0,37571.0,37571.0
71944,"VGA ZOTAC RTX 3060 TWIN EDGE 8GB GDDR6  HDMI, 3xDP, ZT-A30630E-10M",https://ddstore.mk/vga-zotac-rtx-3060-twin-edge-8gb-gddr6-hdmi-3xdp-zt-a30630e-10m.html,GPU,DDStore,GPU219,20730.0,20730.0,20730.0,20730.0,20730.0
71945,MSI GeForce RTX 4070 VENTUS 2X OC 12GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 TORX FAN 4,https://ddstore.mk/msi-geforce-rtx-4070-ventus-2x-oc-12gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-torx-fan-4.html,GPU,DDStore,GPU18,41980.0,41980.0,41980.0,41980.0,41980.0
71946,"MSI Graphic Card Gaming PCI Express 4.0, X Trio GeForce RTX 4070Ti, 12GB, Boost: 2745 MHz, 21 Gbps, 192-bit, DPx3, HDMIx1",https://ddstore.mk/msi-graphic-card-gaming-pci-express-4-0-x-trio-geforce-rtx-4070ti-12gb-boost-2745-mhz-21-gbps-192-bit-dpx3-hdmix1.html,GPU,DDStore,GPU160,63990.0,,63990.0,63990.0,63990.0
71947,"Zotac Graphic Card Gaming PCI Express 4.0, Trinity OC GeForce RTX 4080, 16GB, GDDR6X, Boost: 2520 MHz, 22.4 Gbps, 16x, DPx3, HDMIx1",https://ddstore.mk/zotac-graphic-card-gaming-pci-express-4-0-trinity-oc-geforce-rtx-4080-16gb-gddr6x-boost-2520-mhz-22-4-gbps-16x-dpx3-hdmix1.html,GPU,DDStore,GPU159,88087.0,88087.0,88087.0,88087.0,88087.0
71948,"VGA GIGABYTE RTX 4070 Ti GAMING OC 12GB GDDR6X, HDMI, 3xDP, GV-N407TGAMING OC-12GD",https://ddstore.mk/vga-gigabyte-rtx-4070-ti-gaming-oc-12gb-gddr6x-hdmi-3xdp-gv-n407tgaming-oc-12gd.html,GPU,DDStore,GPU164,61860.0,61860.0,61860.0,61860.0,61860.0
71949,Gigabyte GeForce RTX 3050 WINDFORCE OC 8GB GDDR6 HDMI/DP/DVI-D DX12U PCIe 4.0 WINDFORCE 2X,https://ddstore.mk/gigabyte-geforce-rtx-3050-windforce-oc-8gb-gddr6-hdmi-dp-dvi-d-dx12u-pcie-4-0-windforce-2x.html,GPU,DDStore,GPU8,18980.0,18980.0,,,
71950,MSI GeForce RTX 4060 Ti VENTUS 2X BLACK OC 8GB GDDR6 HDMI/3xDP DX12U PCIe 4.0 TWIN TORX FAN 4,https://ddstore.mk/msi-geforce-rtx-4060-ti-ventus-2x-black-oc-8gb-gddr6-hdmi-3xdp-dx12u-pcie-4-0-twin-torx-fan-4.html,GPU,DDStore,GPU58,29480.0,29480.0,29480.0,29480.0,
71951,Gigabyte GeForce RTX 4070 Ti EAGLE OC rev2.0 12GB GDDR6X HDMI/3xDP DX12U PCIe 4.0 WINDFORCE 3X,https://ddstore.mk/gigabyte-geforce-rtx-4070-ti-eagle-oc-rev2-0-12gb-gddr6x-hdmi-3xdp-dx12u-pcie-4-0-windforce-3x.html,GPU,DDStore,GPU28,57980.0,,,,58980.0
71952,"ASUS DUAL-RTX4060TI-O8G, NVIDIA GeForce RTX 4060 Ti, PCI Express 4.0, OpenGL 4.6, Video Memory: 8GB GDDR6, Engine Clock: OC mode : 2595",https://ddstore.mk/asus-dual-rtx4060ti-o8g-nvidia-geforce-rtx-4060-ti-pci-express-4-0-opengl-4-6-video-memory-8gb-gddr6-engine-clock-oc-mode-2595.html,GPU,DDStore,GPU273,30498.0,30498.0,30498.0,30498.0,30498.0
71953,"CoolerMaster Vertical Graphics Card Holder Kit V3, with Premium Riser Cable PCI-E 4.0 x16-165mm, Compatibility PCIe 4.0 and Older for E",https://ddstore.mk/coolermaster-vertical-graphics-card-holder-kit-v3-with-premium-riser-cable-pci-e-4-0-x16-165mm-compatibility-pcie-4-0-and-older-for-e.html,GPU,DDStore,GPU146,5199.0,5199.0,5199.0,5199.0,5199.0
71954,"VGA ZOTAC 1650 AMP CORE 4GB GDDR6, DVI, HDMI, DP, ZT-T16520J-10L",https://ddstore.mk/vga-zotac-1650-amp-core-4gb-gddr6-dvi-hdmi-dp-zt-t16520j-10l.html,GPU,DDStore,GPU201,10971.0,11190.0,11190.0,11190.0,11190.0
71955,"ASUS  GT730-SL-2GD3-BRK-EVO, Passive cooling, Silent, NVIDIA GeForce GT 730, PCI Express 2.0, OpenGL4.6, Video Memory: 2GB DDR3, Engine",https://ddstore.mk/asus-gt730-sl-2gd3-brk-evo-passive-cooling-silent-nvidia-geforce-gt-730-pci-express-2-0-opengl4-6-video-memory-2gb-ddr3-engine.html,GPU,DDStore,GPU80,4800.0,4800.0,4800.0,4800.0,4800.0
71956,"ASUS TUF-RTX4060TI-O8G-GAMING, NVIDIA GeForce RTX 4060 Ti, PCI Express 4.0, OpenGL4.6, Video Memory: 8GB GDDR6, Engine Clock: OC Mode:",https://ddstore.mk/asus-tuf-rtx4060ti-o8g-gaming-nvidia-geforce-rtx-4060-ti-pci-express-4-0-opengl4-6-video-memory-8gb-gddr6-engine-clock-oc-mode.html,GPU,DDStore,GPU244,31999.0,31999.0,31999.0,,
